#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	relevantExonStart	relevantExonEnd
92	ENSPTRT00000066338	chr20	-	20642886	20968177	20646826	20968175	40	20642886,20646791,20662098,20725622,20747911,20756156,20758218,20764061,20765723,20773800,20777302,20777727,20779145,20784580,20788659,20789569,20799648,20824389,20824779,20825806,20835960,20837774,20842194,20844105,20854983,20859167,20865390,20870127,20873363,20874550,20883401,20889454,20891407,20893829,20894745,20897514,20907872,20930575,20935007,20967928,	20643373,20646831,20662220,20725750,20748070,20756312,20758342,20764133,20766495,20773984,20777440,20777796,20779256,20784689,20788718,20789698,20799777,20824545,20824878,20826000,20836137,20837865,20842292,20844243,20855148,20859405,20865502,20870276,20873501,20874718,20883629,20889654,20891546,20893945,20894923,20897558,20907930,20930628,20935118,20968177,	0	ENSPTRG00000013306	cmpl	incmpl	-1,1,2,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,1,0,1,0,1,0,1,1,0,	20642886	20643373
842	ENSPTRT00000025028	chr20	+	33723275	33743594	33728467	33741106	3	33723275,33728433,33740584,	33723414,33728659,33743594,	0	ENSPTRG00000013459	cmpl	cmpl	-1,0,0,	33740584	33743594
106	ENSPTRT00000025082	chr20	+	35212858	35272469	35213258	35269986	7	35212858,35219737,35227660,35236828,35239170,35246165,35269836,	35213409,35219867,35227794,35236941,35239297,35246341,35272469,	0	ENSPTRG00000013481	cmpl	cmpl	0,1,2,1,0,1,0,	35269836	35272469
109	ENSPTRT00000025116	chr20	-	38447534	38577101	38454296	38476513	4	38447534,38473653,38545470,38576967,	38454307,38476663,38545564,38577101,	0	ENSPTRG00000013501	cmpl	cmpl	1,0,-1,-1,	38473653	38476663
952	ENSPTRT00000025380	chr20	+	48209722	48228960	48209722	48228960	4	48209722,48215792,48228131,48228192,	48209788,48216015,48228190,48228960,	0	ENSPTRG00000013620	cmpl	cmpl	0,0,1,0,	48228131	48228190
119	ENSPTRT00000064590	chr20	-	48895144	49054119	48897917	49054119	10	48895144,48940582,48943640,48944158,48963016,48982866,48984369,49028105,49034437,49053989,	48897973,48941272,48943767,48944214,48963157,48983039,48984572,49028277,49035467,49054119,	0	ENSPTRG00000013628	cmpl	cmpl	1,1,0,1,1,2,0,2,1,0,	48895144	48897973
98	ENSPTRT00000026531	chr22	-	26582684	26633096	26582684	26633096	10	26582684,26628711,26629262,26629923,26629931,26629939,26629953,26629964,26633082,26633093,	26582866,26629252,26629292,26629929,26629937,26629951,26629963,26633080,26633091,26633096,	0	ENSPTRG00000014201	cmpl	cmpl	1,0,0,0,0,0,2,0,0,0,	26582684	26582866
98	ENSPTRT00000026531	chr22	-	26582684	26633096	26582684	26633096	10	26582684,26628711,26629262,26629923,26629931,26629939,26629953,26629964,26633082,26633093,	26582866,26629252,26629292,26629929,26629937,26629951,26629963,26633080,26633091,26633096,	0	ENSPTRG00000014201	cmpl	cmpl	1,0,0,0,0,0,2,0,0,0,	26628711	26629252
899	ENSPTRT00000027002	chr22	-	41217593	41275084	41218931	41274950	4	41217593,41227426,41239048,41269289,	41218949,41227476,41239142,41275084,	0	ENSPTRG00000014452	cmpl	cmpl	0,1,0,0,	41269289	41275084
116	ENSPTRT00000067538	chr22	-	45551178	45735996	45551178	45735996	33	45551178,45555345,45555861,45556581,45556937,45557033,45559260,45566905,45568812,45571006,45572062,45574754,45576618,45579920,45581021,45581815,45582262,45584762,45587713,45588762,45589613,45590806,45600370,45601120,45601791,45603442,45625643,45628613,45631628,45657397,45732162,45735334,45735979,	45551185,45555601,45556086,45556731,45557032,45557041,45559371,45567106,45568939,45571174,45572267,45574898,45576802,45580130,45581116,45581917,45582446,45584883,45587855,45588937,45589727,45590992,45600537,45601246,45601955,45603600,45625732,45628729,45631851,45658036,45734984,45735937,45735996,	0	ENSPTRG00000014511	incmpl	cmpl	2,1,1,1,2,0,0,0,2,2,1,1,0,0,1,1,0,2,1,0,0,0,1,1,2,0,1,2,1,1,2,2,0,	45732162	45734984
14	ENSPTRT00000027145	chr22	+	45959224	46386723	45959367	46386285	13	45959224,45990827,45991807,45995750,46075032,46087589,46091106,46110547,46172920,46200432,46242054,46317671,46386156,	45959429,45990884,45992148,45995927,46075103,46087718,46091169,46110662,46173030,46200508,46242182,46317767,46386723,	0	ENSPTRG00000014516	cmpl	cmpl	0,2,2,1,1,0,0,0,1,0,1,0,0,	46386156	46386723
